110,111,159,219,289,364
120,127,178,241,314,393
130,143,197,263,339,420
140,158,215,284,362,446
150,173,232,304,385,472
160,188,249,323,407,496
170,202,266,342,428,519
180,216,282,360,448,541
190,230,298,378,468,563
200,243,313,395,487,584
210,256,328,412,506,604
220,269,342,428,524,624
230,282,356,444,541,643
240,294,370,459,558,661
250,306,384,474,574,679
260,318,397,489,591,697
270,330,410,503,606,714
280,341,422,517,622,730
290,352,435,531,637,746
300,363,447,544,651,762
310,374,459,557,666,778
