110,69,126,204,301,411
120,82,143,226,327,442
130,94,160,247,353,471
140,107,176,267,377,499
150,120,192,287,400,525
160,132,208,306,422,551
170,144,223,324,444,576
180,156,238,342,464,599
190,168,252,359,484,622
200,179,266,376,504,644
210,190,280,392,523,665
220,202,293,408,541,686
230,213,306,423,559,706
240,223,319,438,576,725
250,234,332,453,593,744
260,244,344,467,609,762
270,254,356,481,625,780
280,264,368,495,641,798
290,274,379,508,656,815
300,284,391,521,671,831
310,293,402,534,686,847
