110,67,101,144,194,249
120,77,113,158,211,268
130,87,125,172,227,286
140,96,136,185,242,303
150,106,147,198,257,320
160,115,158,210,271,335
170,123,168,222,284,350
180,132,178,234,297,365
190,141,188,245,310,379
200,149,198,256,322,392
210,157,207,267,334,406
220,165,216,277,346,418
230,173,225,287,357,431
240,180,234,297,368,443
250,188,242,307,378,454
260,195,250,316,389,465
270,202,259,325,399,476
280,209,266,334,409,487
290,216,274,342,418,498
300,223,282,351,428,508
310,230,289,359,437,518
