110,67,113,173,247,329
120,80,130,194,271,357
130,94,146,214,295,384
140,107,163,234,318,410
150,120,179,253,340,436
160,133,194,271,362,460
170,145,209,289,382,483
180,158,224,307,402,505
190,170,239,324,422,527
200,182,253,340,440,548
210,194,267,356,459,568
220,205,281,372,477,588
230,217,294,387,494,607
240,228,307,402,511,626
250,239,320,417,527,644
260,250,332,431,543,662
270,260,344,445,559,679
280,271,356,459,574,696
290,281,368,472,589,713
300,291,380,485,604,729
310,301,391,498,618,744
