110,75,117,173,238,311
120,89,135,194,264,340
130,103,153,215,288,367
140,118,170,235,311,394
150,132,187,255,334,419
160,146,203,274,356,444
170,159,220,293,377,467
180,173,235,311,398,490
190,186,251,329,418,512
200,199,266,346,437,534
210,212,281,363,456,555
220,224,295,379,474,575
230,237,309,395,492,594
240,249,323,411,510,614
250,261,337,426,527,632
260,273,350,441,543,650
270,284,363,456,559,668
280,295,376,470,575,685
290,307,388,484,591,702
300,318,401,498,606,719
310,328,413,512,621,735
