110,120,168,227,295,368
120,135,186,248,319,395
130,151,204,269,343,422
140,166,222,289,366,447
150,181,239,309,387,470
160,195,255,327,408,493
170,209,271,345,428,515
180,223,287,363,447,537
190,236,302,379,466,557
200,249,316,396,484,577
210,261,330,412,502,596
220,274,344,427,519,614
230,286,358,442,535,632
240,297,371,457,551,650
250,309,384,471,567,667
260,320,396,485,582,683
270,331,409,498,597,699
280,342,421,511,611,715
290,353,432,524,625,730
300,363,444,537,639,745
310,373,455,549,653,760
